ID,Prediction
1,1.6165900996608298
2,0.7276141002040162
3,0.006099534573307641
4,0.2668944536427511
5,0.07143044370177923
6,0.24472273175184006
7,-0.016334796645149193
8,0.8924273521843019
9,2.687280259574607
10,0.39312597119115894
11,0.43519941211228186
12,0.5721798127855648
13,0.07881232109766102
14,0.33008402524121633
15,0.05931621405705189
16,0.016660460853001838
17,0.29878230720553617
18,1.2628322436900152
19,-0.12959140540177844
20,0.275149039274086
21,0.6414249379269081
22,-0.12788736587020946
23,-0.05769916927757263
24,0.4986800255489892
25,0.44748703779202365
26,0.47319420245205196
27,-0.1447039133269117
28,0.5085600528182307
29,1.1802379234144813
30,0.7166954357724186
31,1.5724779121652264
32,-0.014520846111979
33,1.9703023189064257
34,0.332754202621654
35,-0.001165322963214257
36,0.07130920606007879
37,0.5209695120187492
38,0.2807551314430083
39,0.0014009708108934866
40,1.4123383075669325
41,0.21767504224936882
42,0.28841850098602095
43,0.25723637197263133
44,0.007956082084678797
45,1.7368264263917985
46,-0.10455437832594869
47,1.9657036233693057
48,0.4093176181830993
49,1.2687448965700394
50,0.825352147235369
51,0.06055637741435532
52,1.0988915675377948
53,0.016854309300549725
54,0.4265608449114362
55,0.4046584189538548
56,-0.050967996643893065
57,0.19823871178111002
58,-0.03829660283486477
59,0.2024996724864295
60,0.5820643421536673
61,0.0017009478461229204
62,0.8063063361182167
63,1.2757979959374692
64,0.45519777313291193
65,2.1684711884018095
66,-0.040620364898451986
67,1.5034913162399577
68,0.604286870790274
69,-0.07256531533141983
70,0.9266057149670185
71,0.38083636590161274
72,1.395027893064003
73,1.228130798369309
74,-0.13078749369367712
75,-0.015038941553368641
76,0.33672613537267654
77,0.2587085759207976
78,0.41946701441822065
79,-0.0618047409178312
80,1.106178833023807
81,-0.19776809375475815
82,0.15236527291815663
83,0.7750004015198562
84,0.0015317187214765541
85,1.5639356926022345
86,-0.05327561922839853
87,-0.040280388014531265
88,0.9694795574837602
89,0.9265235353822705
90,0.04462940358095238
91,-0.0795513566740965
92,0.3343949882532618
93,-0.007804084206292864
94,2.3234238854076517
95,1.3364602241368473
96,0.3240440391464897
97,0.5320482805843795
98,1.3288027625289147
99,0.11411149289692503
100,1.9592728802114263
101,0.7451881201841645
102,0.005189702483639037
103,0.28282234986316473
104,-0.07573063279608633
105,1.1674728730743396
106,0.1388313428487272
107,-0.08777305386386412
108,0.8570007587286023
109,0.22208190654287313
110,0.267110419622521
111,0.7906890659681283
112,0.8356730363657343
113,0.3803064393190934
114,0.17785838916302815
115,0.8527516465695499
116,0.7710536936407965
117,-0.09089698569736662
118,-0.05643932322614089
119,1.5202869652927373
120,1.368922924515084
121,0.07935716614718989
122,0.7890191928688605
123,1.3084297424546356
124,-0.014080496690202528
125,0.1701107129237074
126,1.069185974561534
127,0.8710455925118235
128,-0.07667111115833751
129,-0.07433312482430808
130,0.5264543739870892
131,0.6164798020295712
132,-0.03685928299393044
133,0.08159373565427867
134,0.15039634441037347
135,2.0098816226467964
136,0.2769792787814915
137,0.6848264224885902
138,1.2381480362642592
139,1.9678714281133192
140,0.7168357567734789
141,-0.05126374565232933
142,0.8834931639340711
143,0.274703538559977
144,1.3645502240675778
145,1.6070505596480835
146,0.7428962883115134
147,-0.10168999042315903
148,0.3971102620026091
149,0.16243033021665657
150,2.4242759752247873
151,0.304792670916884
152,0.1933635768261167
153,-0.09904466374104151
154,0.20283112733930808
155,0.6050927566581389
156,0.3374647113873372
157,0.7478127307119873
158,1.599861560746346
159,0.7102584318958123
160,0.971543268682651
161,1.256697928298631
162,1.499236096508488
163,0.4383519439033367
164,0.3579765561640765
165,0.13890678215531585
166,0.14696324456802035
167,0.044166890424493156
168,2.7638920435374406
169,0.031725132760701005
170,0.6042241827553305
171,0.6752922225412396
172,0.030031609192959084
173,0.9540817673441605
174,0.3772786062491002
175,1.8157857751346502
176,0.13138969358496386
177,0.04827645642561256
178,0.018002240167768892
179,0.22046074118892925
180,0.08850925135148431
181,1.2124230887548757
182,0.0192853458602901
183,0.09044785103290488
184,1.3748315603612526
185,1.6123153528126235
186,1.0275841896634026
187,0.40261196263010646
188,0.3118152529393606
189,-0.06086589573278879
190,-0.013646189548518404
191,-0.04566481110354682
192,0.4337578110440653
193,1.2778999019269928
194,1.8902020441187397
195,0.40743147567178584
196,1.299063813676177
197,0.386233453339261
198,-0.06075944966497449
199,0.2889033109382214
200,0.07716328509130453
201,-0.12544350192716217
202,-0.06698247762199046
203,0.2587191118458347
204,0.5479427469711412
205,0.6484660758394929
206,0.5168644436515701
207,0.7470175660105287
208,1.1787373788268134
209,0.03502466142764208
210,0.1153152181442485
211,0.15841310304390852
212,0.11415771488004922
213,0.8124687698194661
214,0.0875551743361191
215,0.8411601358483468
216,1.2657739360594764
217,1.4709179942492927
218,0.10287237634921101
219,0.25626226244139705
220,0.3006231300267806
221,0.49659841107185504
222,0.13338586768499136
223,0.06789143083133725
224,0.31340338342255153
225,-0.11418445603253471
226,0.34447514651058936
227,0.04008072788611214
228,0.09100824290527171
229,0.8063009536941843
230,1.002858597813657
231,0.4155981389566066
232,-0.0686174959627697
233,0.32562894976703416
234,1.708507893268923
235,1.5189053512537722
236,-0.03230193771771194
237,0.43599695227537233
238,0.009922607920707302
239,1.4037630442968942
240,1.318274510992096
241,0.13875679363234691
242,0.9948393468508546
243,1.0092592643827423
244,0.39791370178896784
245,0.1374415715724036
246,0.48523606244639894
247,0.3994104066102301
248,1.0573907670961997
249,0.10638372033515837
250,0.8215327983100774
251,0.06411279967877176
252,0.4865729846412567
253,0.08216599189667372
254,1.4120454542469822
255,1.0889068116869622
256,1.4136180585596694
257,0.10697393159866672
258,1.3198883879023915
259,0.6845615529616998
260,-0.0018090495675885329
261,1.3780920482733485
262,1.0400486727076488
263,1.0197451529817891
264,0.18543297271716738
265,1.7927404472411734
266,0.8847842827571395
267,0.3850536071385969
268,-0.09676719703958712
269,0.0923782753017608
270,0.45754677327645543
271,1.320825548754101
272,0.004274674921412262
273,0.2977723325407376
274,0.9062033585409766
275,0.20600126555800932
276,0.04765669343244867
277,1.0542498917635732
278,0.4195818496498209
279,-0.11511085761181954
280,-0.061338564951847356
281,1.029464919172489
282,1.6567161481909363
283,0.8860620222729256
284,0.055000179103428
285,0.6002967826223492
286,1.193755783253871
287,1.8161286681790452
288,0.6828206276105503
289,0.13573598326730366
290,1.3703600015485007
291,-0.017974232583192144
292,0.6177933176235977
293,0.05719873938302778
294,0.9281402972826343
295,1.3064835935011387
296,0.8469448212954752
297,-0.10777408402237575
298,1.834794337985145
299,1.3462755691387065
300,0.9943955673661211
301,1.0512658055268669
302,0.7709265581088983
303,1.2814419019253223
304,1.3867989431394432
305,-0.0667709352804044
306,0.020878277092232257
307,0.3771631489954573
308,-0.052997352646782285
309,0.5079559830024218
310,0.2888703364315295
311,1.1086120507215578
312,1.9672567020631966
313,2.040404855852846
314,-0.023344697885927024
315,0.39081966189163747
316,0.11834765043186253
317,0.48865050920609926
318,0.7849483183082749
319,0.29906129390684755
320,0.6098129058303849
321,0.16120581523965224
322,0.4012250769814702
323,0.05796973914628827
324,0.8884641030089727
325,1.2215734836930128
326,0.02427994691059475
327,0.5042547264257875
328,0.3609384539330775
329,1.853049503691437
330,0.13534469244090103
331,1.820718880763672
332,1.818267144217616
333,0.19115728739354973
334,1.6794514108563459
335,0.13040391050089825
336,0.3023227613945405
337,0.5774883887912099
338,0.3775852336042168
339,1.4224866672552883
340,0.3220904913028399
341,0.3221864139084083
342,0.15969283300910442
343,0.05194290285116811
344,0.7124494255712519
345,0.030943266751456738
346,0.9926088124486931
347,-0.021942225643144596
348,0.01902686571347587
349,0.6011990589414214
350,0.2634901554020218
351,0.1075608865538622
352,1.439172779992268
353,0.7008021115950819
354,-0.11477709791807203
355,1.8549271674033778
356,-0.0870676319775396
357,-0.11204393714431964
358,0.893337297830582
359,2.3611459992161765
360,0.06297378784967538
361,1.2349870051340537
362,-0.12619900911280926
363,0.6905378367905389
364,-0.07984175023439032
365,0.1735182473439013
366,2.136051752548084
367,0.5619392392403058
368,0.8804572485506382
369,0.04028050574099043
370,-0.1205511788713082
371,0.8894315942222093
372,0.4609359847579327
373,-0.10604773611464022
374,0.607779179674174
375,0.6508058530911781
376,-0.1509030936058814
377,0.4111548727402302
378,0.983806825694202
379,-0.010773152710758687
380,0.03227878653713915
381,0.9472916368138488
382,0.6488607671492107
383,0.6422758455141245
384,0.6719792020118858
385,0.2067285685664209
386,0.7641840185648786
387,1.0185767694816459
388,-0.013580096428312174
389,0.03945460095896656
390,0.5546241869303807
391,1.1298034563507653
392,1.0252930439883479
393,0.4381677351907849
394,1.5763372803946711
395,0.1679217997369528
396,0.5466006666599292
397,-0.0742297623823314
398,2.1672924856812075
399,0.8626077469804572
400,0.5228165341854121
401,-0.022344760915518333
402,0.08240675348381071
403,0.3023218231940424
404,-0.03704037229652441
405,-0.14244050329762448
406,0.8182632800970863
407,0.4857139997722576
408,-0.17178497970474413
409,0.01156537231912989
410,0.07416706526812623
411,0.5932267338123621
412,1.769298554774671
413,0.5720863219034654
414,0.6005451484355296
415,0.13027259842261163
416,-0.03966257874338401
417,0.6070110164326766
418,-0.032718133180673216
419,0.8921378353078553
